Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AE00000448,"BELT V;BELT,TRANSMISSION,8V,4000,8V,1IN",641,TF to stck in trans.,6/1/2023,,-2,EA,-2,EA,0,PEN,4908778902,35,,0,0,80109635,5/27/2023,Q009,MPOLAR,4502731567,220,C601,6/1/2023,,,
AE00000448,"BELT V;BELT,TRANSMISSION,8V,4000,8V,1IN",641,TF to stck in trans.,6/1/2023,,2,EA,2,EA,0,PEN,4908778902,36,,0,0,80109635,5/27/2023,,MPOLAR,4502731567,220,C601,6/1/2023,,,
AE00000909,"ELECTRD WELDG;SUPERCITO,E7018,3/32IN",641,TF to stck in trans.,6/1/2023,,18,BOX,18,BOX,0,PEN,4908776432,14,,0,0,80110174,6/1/2023,,BTP_TM_PROD,4502738608,90,C601,6/1/2023,,,
AE00000909,"ELECTRD WELDG;SUPERCITO,E7018,3/32IN",641,TF to stck in trans.,6/1/2023,,-18,BOX,-18,BOX,0,PEN,4908776432,13,,0,0,80110174,6/1/2023,Q010,BTP_TM_PROD,4502738608,90,C601,6/1/2023,,,
AE00000910,"ELECTRD WELDG;SUPERCITO,E7018,1/8IN,A5.1",641,TF to stck in trans.,6/1/2023,,-11,BOX,-11,BOX,0,PEN,4908776432,15,,0,0,80110174,6/1/2023,Q010,BTP_TM_PROD,4502738608,100,C601,6/1/2023,,,
AE00000910,"ELECTRD WELDG;SUPERCITO,E7018,1/8IN,A5.1",641,TF to stck in trans.,6/1/2023,,11,BOX,11,BOX,0,PEN,4908776432,16,,0,0,80110174,6/1/2023,,BTP_TM_PROD,4502738608,100,C601,6/1/2023,,,
AE00002707,"VLV CHECK;API-594-24IN-CL600-SS,ARFLU SA",101,GR stock in transit,6/1/2023,,1,EA,1,EA,0,PEN,5005060302,1,EG07-00000268,0,0,80109634,6/1/2023,Q001,CVELASQUEZ,4502731567,90,C601,6/1/2023,,,
AE00003262,"LOCK;498A-S14,MASTER LOCK COMPANY",641,TF to stck in trans.,6/1/2023,,50,EA,50,EA,0,PEN,4908778902,18,,0,0,80109635,5/27/2023,,MPOLAR,4502731567,110,C601,6/1/2023,,,
AE00003262,"LOCK;498A-S14,MASTER LOCK COMPANY",641,TF to stck in trans.,6/1/2023,,-50,EA,-50,EA,0,PEN,4908778902,17,,0,0,80109635,5/27/2023,Q009,MPOLAR,4502731567,110,C601,6/1/2023,,,
AE00003348,"FTNG;153051,FESTO;QSL,1/4-10",101,GR stock in transit,6/1/2023,,12,EA,12,EA,0,PEN,5005060305,1,T001-00002399,0,0,80109636,6/1/2023,Q001,CVELASQUEZ,4502731568,10,C601,6/1/2023,,,
AE00003463,"ROD;J7428,MACLEAN POWER SYSTEM",261,GI for order,6/1/2023,,-4,EA,-4,EA,-703.46,PEN,4908779614,1,YENNY ORTEGA,10171032,47,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006587809,,
AE00003463,"ROD;J7428,MACLEAN POWER SYSTEM",261,GI for order,6/1/2023,,-8,EA,-8,EA,-1406.92,PEN,4908779615,1,YENNY ORTEGA,10336051,4,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006717284,,
AE00003510,"CLAMP,HOLDING;J6644,MACLEAN POWER SYSTEM",261,GI for order,6/1/2023,,-2,EA,-2,EA,-571.11,PEN,4908779614,2,YENNY ORTEGA,10171032,69,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006587809,,
AE00003511,"UNION;J6650,MACLEAN POWER SYSTEM",261,GI for order,6/1/2023,,-5,EA,-5,EA,-291.86,PEN,4908779614,3,YENNY ORTEGA,10171032,70,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006587809,,
AE00003542,"CUTTER;5011,OLFA- NORTH AMERICA",101,GR goods receipt,6/1/2023,,9,EA,9,EA,815.74,PEN,5005057116,1,,0,0,0001-0002669,5/31/2023,Q011,JASCENCIO,4502678574,10,C601,6/1/2023,,,
AE00003607,"ADHESIVE;GRIS 11FC SIKA,SIKA",261,GI for order,6/1/2023,,-2,EA,-2,EA,-83.47,PEN,4908779614,4,YENNY ORTEGA,10171032,90,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006587809,,
AE00003861,"BOOTS,SAFETY;37,BLACK,RUBBER,LONG 36CM",202,RE for cost center,6/1/2023,,40,PAA,40,PAA,3564.15,PEN,4908778858,1,DEVOLUCION DE BOTAS TAL37,10733695,16,DELIVERY,5/26/2023,Q001,ELRAMOS,,0,C601,6/1/2023,,CQ10001001,
AE00003938,"VEST,HIGH VISIBILITY;SIZE XL,ORANGE",101,GR goods receipt,6/1/2023,,10,EA,10,EA,3902.92,PEN,5005061580,1,,0,0,TPP1-005267,6/1/2023,Q011,JASCENCIO,4502670599,40,C601,6/1/2023,,,
AE00003940,"VEST,HIGH VISIBILITY;SIZE M,RED & BLACK",201,GI for cost center,6/1/2023,,-1,EA,-1,EA,-118.12,PEN,4908777937,1,SHEYLA DELGADO,12064112,1,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00003963,"BOOTS,SAFETY;MV-137-43,CATU",101,GR goods receipt,6/1/2023,,2,PAA,2,PAA,1841,PEN,5005061537,1,,0,0,TPP1-005214,6/1/2023,Q011,JASCENCIO,4502598846,20,C601,6/1/2023,,,
AE00003993,"GLOVES,GENERAL PURPOSE;910-L,SHOWA",201,GI for cost center,6/1/2023,,-1,PAA,-1,PAA,-30.35,PEN,4908777937,4,SHEYLA DELGADO,12064112,4,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00004015,"HELMET,SAFETY;475358,MSA",201,GI for cost center,6/1/2023,,-1,EA,-1,EA,-37.67,PEN,4908777937,3,SHEYLA DELGADO,12064112,3,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00004024,"LENS,SAFETY EQUIPMENT;XV103,HONEYWELL",201,GI for cost center,6/1/2023,,-1,EA,-1,EA,-9.22,PEN,4908777937,5,SHEYLA DELGADO,12064112,5,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00004025,"LENS,SAFETY EQUIPMENT;XV101,HONEYWELL",201,GI for cost center,6/1/2023,,-1,EA,-1,EA,-5.13,PEN,4908777937,6,SHEYLA DELGADO,12064112,6,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00004058,"SHOES SFTY;VARON,TALLA 44,CAFE,CUERO",201,GI for cost center,6/1/2023,,-1,PAA,-1,PAA,-168.88,PEN,4908777937,2,SHEYLA DELGADO,12064112,2,DELIVERY,6/1/2023,Q001,ERMAMANI,,0,C601,6/1/2023,,CQ01014820,
AE00004064,"COAT;452201460187,HARDWORK;M",201,GI for cost center,6/1/2023,,-1,EA,-1,EA,-108.98,PEN,4908778988,1,CARLOS SILVA,12073410,1,DELIVERY,6/1/2023,Q001,CHPACHECO,,0,C601,6/1/2023,,CQ06408880,
AE0002382,"BRNG BALL;2222 K,SKF BEARINGS;2,110MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,2908.43,PEN,5005056885,1,,0,0,T001-00023259,5/31/2023,Q009,RALEGRIA,4502635568,20,C601,5/31/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060251,1,SILO DE CAL # 02,0,0,G010-00039685,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060253,1,SILO DE CAL # 01,0,0,G010-00039687,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060254,1,SILO DE CAL # 01,0,0,G010-00039701,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30680,KG,30680,KG,15814.93,PEN,5005060187,1,SILO DE CAL # 02,0,0,G010-00039662,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30480,KG,30480,KG,15711.83,PEN,5005060186,1,SILO DE CAL # 02,0,0,G010-00039659,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30150,KG,30150,KG,15541.72,PEN,5005060185,1,SILO DE CAL # 01,0,0,G010-00039658,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30160,KG,30160,KG,15546.88,PEN,5005060184,1,SILO DE CAL # 01,0,0,G010-00039412,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005061486,1,SILO DE CAL # 01,0,0,G010-00039791,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005061482,1,SILO DE CAL # 01,0,0,G010-00039735,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060183,1,SILO DE CAL # 02,0,0,G010-00039625,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060182,1,SILO DE CAL # 02,0,0,G010-00039624,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005061479,1,SILO DE CAL # 02,0,0,G010-00039731,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060181,1,SILO DE CAL # 01,0,0,G010-00039623,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30170,KG,30170,KG,15552.03,PEN,5005061474,1,SILO DE CAL # 02,0,0,G010-00039691,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30420,KG,30420,KG,15680.9,PEN,5005061471,1,SILO DE CAL # 01,0,0,G010-00039688,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30700,KG,30700,KG,15825.24,PEN,5005061467,1,SILO DE CAL # 02,0,0,G010-00039670,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30320,KG,30320,KG,15629.35,PEN,5005061462,1,SILO DE CAL # 01,0,0,G010-00039661,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",102,GR for PO   reversal,6/1/2023,,-30000,KG,-30000,KG,-15464.4,PEN,5005112843,1,ERROR DE FECHA CONTABLE,0,0,G010-00041064,6/17/2023,Q004,VLOPEZA,4502745880,10,C601,6/18/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",202,RE for cost center,6/1/2023,,360.104,KG,360.104,KG,186.11,PEN,4908778332,1,error en cantidad,12067815,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-360104,KG,-360104,KG,-186113.57,PEN,4908778580,1,Consumo 20.5.2023,12067815,2,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005112830,1,SILO DE CAL # 02,0,0,G010-00041064,6/17/2023,Q004,MPOVIS,4502745880,10,C601,6/17/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-632792,KG,-632792,KG,-327047.68,PEN,4908778367,1,Consumo 28.5.2023,12067983,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-254180,KG,-254180,KG,-131368.57,PEN,4908778368,1,Consumo 29.5.2023,12068124,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-415338,KG,-415338,KG,-214660.31,PEN,4908778386,1,Consumo 30.5.2023,12068125,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-453355,KG,-453355,KG,-234308.74,PEN,4908778360,1,Consumo 24.5.2023,12067969,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-563566,KG,-563566,KG,-291269.41,PEN,4908778364,1,Consumo 26.5.2023,12067973,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-768274,KG,-768274,KG,-397069.22,PEN,4908778387,1,Consumo 27.5.2023,12067978,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-507917,KG,-507917,KG,-262508.18,PEN,4908778362,1,Consumo 25.5.2023,12067972,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-497111,KG,-497111,KG,-256923.28,PEN,4908778335,1,Consumo 21.5.2023,12067817,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-712111,KG,-712111,KG,-368042.34,PEN,4908778338,1,Consumo 23.5.2023,12067823,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",101,GR goods receipt,6/1/2023,,30000,KG,30000,KG,15464.4,PEN,5005060255,1,SILO DE CAL # 02,0,0,G010-00039702,6/1/2023,Q004,WQUISPE1,4502682492,10,C601,6/1/2023,,,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-569479,KG,-569479,KG,-294325.44,PEN,4908778337,1,Consumo 22.5.2023,12067819,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-360.104,KG,-360.104,KG,-186.11,PEN,4908778129,1,Consumo 20.5.2023,12067815,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002387,"LIMESTN PULVRZD;LIME,GRANULADO,BOMBONA",201,GI for cost center,6/1/2023,,-327121,KG,-327121,KG,-169066.87,PEN,4908778128,1,Consumo 19.5.2023,12067811,1,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ13101112,
AE0002529,"REAGENT;124-04-9,FLOCCULANT SNF-V204",201,GI cst cnt.fm consgt,6/1/2023,K,-7500,KG,-7500,KG,-92510.25,PEN,4908779092,1,Cierre 25 mayo,12068421,2,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ16001112,
AE0002571,"MESH;8IN,N/A,BRZ FRAME,10",641,TF to stck in trans.,6/1/2023,,3,EA,3,EA,0,PEN,4908778902,20,,0,0,80109635,5/27/2023,,MPOLAR,4502731567,120,C601,6/1/2023,,,
AE0002571,"MESH;8IN,N/A,BRZ FRAME,10",641,TF to stck in trans.,6/1/2023,,-3,EA,-3,EA,0,PEN,4908778902,19,,0,0,80109635,5/27/2023,Q009,MPOLAR,4502731567,120,C601,6/1/2023,,,
AE0002772,"BRUSH,PAINT;N.A,NYLON,4IN,WOOD,COMMON",261,GI for order,6/1/2023,,-3,EA,-3,EA,-93,PEN,4908778614,2,HENRY PAUCARA,11462868,2,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4007560449,,
AE0003000,"REAGENT;XANTATHE SODIUM ISOPROPYL,Z11",201,GI cst cnt.fm consgt,6/1/2023,K,-1800,KG,-1800,KG,-16741.32,PEN,4908779091,1,Cierre 25 mayo,12068420,2,,6/1/2023,Q004,JPACCARA,,0,C601,6/1/2023,,CQ16001112,
AE0003640,"AGENT;L4,ENAEX-PRILLEX;GASIFYING,L4,IBC",201,GI for cost center,6/1/2023,,-1000,KG,-1000,KG,-4490.3,PEN,4908779881,3,Consumo 31.05.2023,12074662,1,,6/1/2023,Q003,JPACCARA,,0,C601,6/2/2023,,CQ32103331,
AE0003692,"MESH;010009731,SIOM;1FTX1FT,SIOM",101,GR for consgt stock,6/1/2023,K,322,EA,322,EA,0,PEN,5005060965,1,,0,0,0001-0006028,6/1/2023,Q009,RALEGRIA,4502680391,20,C601,6/1/2023,,,
AE0003748,"LINER;ZX11754067,METSO;END LINER GEN 4",641,TF to stck in trans.,6/1/2023,,-2,EA,-2,EA,0,PEN,4908778757,7,,0,0,80110321,6/1/2023,Q009,BTP_TM_PROD,4502740618,40,C601,6/1/2023,,,
AE0003748,"LINER;ZX11754067,METSO;END LINER GEN 4",641,TF to stck in trans.,6/1/2023,,2,EA,2,EA,0,PEN,4908778757,8,,0,0,80110321,6/1/2023,,BTP_TM_PROD,4502740618,40,C601,6/1/2023,,,
AE0003749,"LINER;ZX11812072,METSO;WEAR LINER GEN 2",641,TF to stck in trans.,6/1/2023,,-2,EA,-2,EA,0,PEN,4908778757,5,,0,0,80110321,6/1/2023,Q009,BTP_TM_PROD,4502740618,30,C601,6/1/2023,,,
AE0003749,"LINER;ZX11812072,METSO;WEAR LINER GEN 2",641,TF to stck in trans.,6/1/2023,,2,EA,2,EA,0,PEN,4908778757,6,,0,0,80110321,6/1/2023,,BTP_TM_PROD,4502740618,30,C601,6/1/2023,,,
AE0004206,"CLOTH;INDUSTRIAL CLOTH PKG/10KG,20CM",261,GI for order,6/1/2023,,-1,EA,-1,EA,-56.43,PEN,4908778614,3,HENRY PAUCARA,11462868,3,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4007560449,,
AE0004729,"SWCH VBRTN;PRO440 / 450,METRIX;24V DC",101,GR goods receipt,6/1/2023,,3,EA,3,EA,16105.07,PEN,5005060540,1,,0,0,T001-00000188,6/1/2023,Q009,RALEGRIA,4502696661,10,C601,6/1/2023,,,
AE0004749,"WRENCH SET,ALLEN;BHM9A,SNAP-ON;SET/9EA",101,GR goods receipt,6/1/2023,,12,EA,12,EA,1263.22,PEN,5005061207,1,,0,0,001-0109301,6/1/2023,Q009,RALEGRIA,4502675340,10,C601,6/1/2023,,,
AE0004752,"WRENCH SET,ALLEN;AWEF9K,SNAP-ON;SET/9EA",101,GR goods receipt,6/1/2023,,2,EA,2,EA,80.05,PEN,5005061207,2,,0,0,001-0109301,6/1/2023,Q009,RALEGRIA,4502675340,20,C601,6/1/2023,,,
AE0005225,"SLV PRTCTV;VS10213010,WEIR;PINCH,SIGMA",261,GI for order,6/1/2023,,-1,EA,-1,EA,-13686.01,PEN,4908778506,1,MAYRA DEL CARPIO,12070899,1,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4008015015,,
AE0005791,"BRNG ROLR;NU 308 ECP/C3,SKF BEARINGS",101,GR goods receipt,6/1/2023,,2,EA,2,EA,279.08,PEN,5005056888,1,,0,0,T001-00023244,5/31/2023,Q009,RALEGRIA,4502225476,160,C601,5/31/2023,,,
AE0005888,"CNCTR;RS282,KONNX ELECTRICA LTDA;PHASE",261,GI for order,6/1/2023,,-6,EA,-6,EA,-21891.99,PEN,4908779610,3,YENNY ORTEGA,9954201,12,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4006414518,,
AE0006080,"ADHSV;FR909/N60,RUBBER REPAIR FR909/N60",261,GI for order,6/1/2023,,-2,EA,-2,EA,-1541.5,PEN,4908778734,1,HENRY PAUCARA,11038466,1,DELIVERY,6/1/2023,Q001,DCHINGA,,0,C601,6/1/2023,4007265344,,
AE0006422,"LNR;0374AMENDLGP22,AMENPROD;354MM,281MM",101,GR goods receipt,6/1/2023,,6,EA,6,EA,2194.84,PEN,5005060660,1,,0,0,T001-00001293,6/1/2023,Q009,RALEGRIA,4502730785,10,C601,6/1/2023,,,
AE0006425,"LNR;0373AMENDLGP22,AMENPROD;379MM,354MM",101,GR goods receipt,6/1/2023,,4,EA,4,EA,1979,PEN,5005060667,1,,0,0,T001-00001314,6/1/2023,Q009,RALEGRIA,4502730785,20,C601,6/1/2023,,,
AE0006434,"LNR;0370AMENDLGP22,AMENPROD;354MM,174MM",101,GR goods receipt,6/1/2023,,3,EA,3,EA,680.99,PEN,5005060668,1,,0,0,T001-00001315,6/1/2023,Q009,RALEGRIA,4502730785,30,C601,6/1/2023,,,
AE0006435,"LNR;0361AMENDLGP22,AMENPROD;354MM,174MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,227,PEN,5005060662,1,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,40,C601,6/1/2023,,,
AE0006439,"LNR;0378AMENDLGP22,AMENPROD;354MM,109MM",101,GR goods receipt,6/1/2023,,3,EA,3,EA,423.84,PEN,5005060668,2,,0,0,T001-00001315,6/1/2023,Q009,RALEGRIA,4502730785,50,C601,6/1/2023,,,
AE0006449,"LNR;0387AMENDLGP22,AMENPROD;354MM,199MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,259.99,PEN,5005060662,2,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,60,C601,6/1/2023,,,
AE0006455,"LNR;0369AMENDLGP22,AMENPROD;354MM,354MM",101,GR goods receipt,6/1/2023,,7,EA,7,EA,3233.35,PEN,5005060690,1,,0,0,T001-00001292,6/1/2023,Q009,RALEGRIA,4502730785,70,C601,6/1/2023,,,
AE0006456,"LNR;0368AMENDLGP22,AMENPROD;559MM,174MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,717.18,PEN,5005060691,1,,0,0,T001-00001316,6/1/2023,Q009,RALEGRIA,4502730785,80,C601,6/1/2023,,,
AE0006456,"LNR;0368AMENDLGP22,AMENPROD;559MM,174MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,717.18,PEN,5005060692,8,,0,0,T001-00001317,6/1/2023,Q009,RALEGRIA,4502730785,730,C601,6/1/2023,,,
AE0006458,"LNR;0363AMENDLGP22,AMENPROD;354MM,174MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,227,PEN,5005060662,3,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,90,C601,6/1/2023,,,
AE0006460,"LNR;0382AMENDLGP22,AMENPROD;354MM,354MM",101,GR goods receipt,6/1/2023,,3,EA,3,EA,1385.72,PEN,5005060668,3,,0,0,T001-00001315,6/1/2023,Q009,RALEGRIA,4502730785,100,C601,6/1/2023,,,
AE0006462,"LNR;0343AMENDLGP22,AMENPROD;379MM,150MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,418.72,PEN,5005060691,2,,0,0,T001-00001316,6/1/2023,Q009,RALEGRIA,4502730785,110,C601,6/1/2023,,,
AE0006469,"LNR;0379AMENDLGP22,AMENPROD;289MM,281MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,595.45,PEN,5005060691,3,,0,0,T001-00001316,6/1/2023,Q009,RALEGRIA,4502730785,120,C601,6/1/2023,,,
AE0006472,"LNR;0400AMENDLGP22,AMENPROD;354MM,354MM",101,GR goods receipt,6/1/2023,,2,EA,2,EA,923.81,PEN,5005060691,4,,0,0,T001-00001316,6/1/2023,Q009,RALEGRIA,4502730785,130,C601,6/1/2023,,,
AE0006473,"LNR;0392AMENDLGP22,AMENPROD;354MM,290MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,377.55,PEN,5005060662,4,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,140,C601,6/1/2023,,,
AE0006476,"LNR;0333AMENDLGP22,AMENPROD;354MM,199MM",101,GR goods receipt,6/1/2023,,6,EA,6,EA,1559.92,PEN,5005060660,2,,0,0,T001-00001293,6/1/2023,Q009,RALEGRIA,4502730785,150,C601,6/1/2023,,,
AE0006491,"LNR;0385AMENDLGP22,AMENPROD;354MM,109MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,141.28,PEN,5005060662,5,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,160,C601,6/1/2023,,,
AE0006492,"LNR;0408AMENDLGP22,AMENPROD;323MM,287MM",101,GR goods receipt,6/1/2023,,4,EA,4,EA,1372.94,PEN,5005060667,2,,0,0,T001-00001314,6/1/2023,Q009,RALEGRIA,4502730785,170,C601,6/1/2023,,,
AE0006497,"LNR;0376AMENDLGP22,AMENPROD;354MM,354MM",101,GR goods receipt,6/1/2023,,8,EA,8,EA,3695.26,PEN,5005060690,2,,0,0,T001-00001292,6/1/2023,Q009,RALEGRIA,4502730785,180,C601,6/1/2023,,,
AE0006501,"LNR;0393AMENDLGP22,AMENPROD;354MM,290MM",101,GR goods receipt,6/1/2023,,1,EA,1,EA,377.55,PEN,5005060662,6,,0,0,T001-00001299,6/1/2023,Q009,RALEGRIA,4502730785,190,C601,6/1/2023,,,
