Material,Material Description,Movement Type,Movement Type Text,Posting Date,Special Stock,Quantity,Base Unit of Measure,Qty in unit of entry,Unit of Entry,Amt.in Loc.Cur.,Currency,Material Document,Material Doc.Item,Document Header Text,Reservation,Item number of reservation,Reference,Document Date,Storage Location,User Name,Purchase order,Item,Plant,Entry Date,Order,Cost Center,WBS Element
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-64.5,GAL,-64.5,GAL,-1165.4,PEN,4908870403,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-21.34,GAL,-21.34,GAL,-385.58,PEN,4908870404,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.96,GAL,-12.96,GAL,-234.16,PEN,4908870406,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-7.25,GAL,-7.25,GAL,-130.99,PEN,4908870407,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-63.59,GAL,-63.59,GAL,-1148.96,PEN,4908870408,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.12,GAL,-14.12,GAL,-255.12,PEN,4908870282,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.82,GAL,-12.82,GAL,-231.63,PEN,4908870157,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-10.73,GAL,-10.73,GAL,-193.87,PEN,4908870158,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.04,GAL,-13.04,GAL,-235.61,PEN,4908870159,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.47,GAL,-14.47,GAL,-261.45,PEN,4908870160,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.41,GAL,-12.41,GAL,-224.23,PEN,4908870162,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-2000.14,GAL,-2000.14,GAL,-36138.93,PEN,4908870167,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-1410.68,GAL,-1410.68,GAL,-25488.45,PEN,4908870169,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-2000.3,GAL,-2000.3,GAL,-36141.82,PEN,4908870170,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-9.45,GAL,-9.45,GAL,-170.74,PEN,4908870172,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-9.64,GAL,-9.64,GAL,-174.18,PEN,4908870174,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-17.97,GAL,-17.97,GAL,-324.69,PEN,4908870175,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.71,GAL,-11.71,GAL,-211.58,PEN,4908870178,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-33.36,GAL,-33.36,GAL,-602.76,PEN,4908870179,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-97.94,GAL,-97.94,GAL,-1769.6,PEN,4908870181,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-10.51,GAL,-10.51,GAL,-189.9,PEN,4908870183,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.05,GAL,-13.05,GAL,-235.79,PEN,4908870184,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.8,GAL,-14.8,GAL,-267.41,PEN,4908870185,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-40.9,GAL,-40.9,GAL,-738.99,PEN,4908870187,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.92,GAL,-13.92,GAL,-251.51,PEN,4908870188,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.12,GAL,-15.12,GAL,-273.19,PEN,4908870189,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-250.15,GAL,-250.15,GAL,-4519.76,PEN,4908870190,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-2200.05,GAL,-2200.05,GAL,-39750.94,PEN,4908870191,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.81,GAL,-12.81,GAL,-231.45,PEN,4908870192,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-3000.78,GAL,-3000.78,GAL,-54218.69,PEN,4908870193,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.55,GAL,-14.55,GAL,-262.89,PEN,4908870195,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-22.89,GAL,-22.89,GAL,-413.58,PEN,4908870155,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.28,GAL,-11.28,GAL,-203.81,PEN,4908870115,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.78,GAL,-11.78,GAL,-212.84,PEN,4908870117,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.41,GAL,-13.41,GAL,-242.29,PEN,4908870118,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-1000.68,GAL,-1000.68,GAL,-18080.49,PEN,4908870119,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.49,GAL,-12.49,GAL,-225.67,PEN,4908870121,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.81,GAL,-15.81,GAL,-285.66,PEN,4908870122,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.85,GAL,-13.85,GAL,-250.24,PEN,4908870124,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-50.78,GAL,-50.78,GAL,-917.5,PEN,4908870126,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-16.33,GAL,-16.33,GAL,-295.05,PEN,4908870129,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-30.36,GAL,-30.36,GAL,-548.55,PEN,4908870131,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-51.89,GAL,-51.89,GAL,-937.56,PEN,4908870132,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-10.3,GAL,-10.3,GAL,-186.1,PEN,4908870133,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-57.36,GAL,-57.36,GAL,-1036.39,PEN,4908870135,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-57.69,GAL,-57.69,GAL,-1042.35,PEN,4908870136,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-58.54,GAL,-58.54,GAL,-1057.71,PEN,4908870138,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-46.8,GAL,-46.8,GAL,-845.59,PEN,4908870139,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.06,GAL,-11.06,GAL,-199.83,PEN,4908870140,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.14,GAL,-15.14,GAL,-273.55,PEN,4908870143,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-10.19,GAL,-10.19,GAL,-184.11,PEN,4908870144,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-16.18,GAL,-16.18,GAL,-292.34,PEN,4908870145,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.68,GAL,-13.68,GAL,-247.17,PEN,4908870146,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.24,GAL,-12.24,GAL,-221.15,PEN,4908870147,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.36,GAL,-11.36,GAL,-205.25,PEN,4908870150,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-39.74,GAL,-39.74,GAL,-718.03,PEN,4908870151,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.06,GAL,-15.06,GAL,-272.11,PEN,4908870152,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-43.65,GAL,-43.65,GAL,-788.68,PEN,4908870198,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-40.77,GAL,-40.77,GAL,-736.64,PEN,4908870240,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.42,GAL,-11.42,GAL,-206.34,PEN,4908870242,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-16,GAL,-16,GAL,-289.09,PEN,4908870244,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.17,GAL,-12.17,GAL,-219.89,PEN,4908870245,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.9,GAL,-14.9,GAL,-269.22,PEN,4908870248,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-8.32,GAL,-8.32,GAL,-150.33,PEN,4908870250,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-1200.15,GAL,-1200.15,GAL,-21684.55,PEN,4908870251,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-22.98,GAL,-22.98,GAL,-415.21,PEN,4908870253,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.56,GAL,-15.56,GAL,-281.14,PEN,4908870254,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.14,GAL,-14.14,GAL,-255.48,PEN,4908870256,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-8.26,GAL,-8.26,GAL,-149.24,PEN,4908870258,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-53.2,GAL,-53.2,GAL,-961.23,PEN,4908870260,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.01,GAL,-12.01,GAL,-217,PEN,4908870261,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.59,GAL,-15.59,GAL,-281.68,PEN,4908870262,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13,GAL,-13,GAL,-234.89,PEN,4908870264,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-14.84,GAL,-14.84,GAL,-268.13,PEN,4908870265,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-50,GAL,-50,GAL,-903.41,PEN,4908870268,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-62.07,GAL,-62.07,GAL,-1121.49,PEN,4908870269,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-57.75,GAL,-57.75,GAL,-1043.44,PEN,4908870270,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-57.62,GAL,-57.62,GAL,-1041.09,PEN,4908870272,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-60.74,GAL,-60.74,GAL,-1097.46,PEN,4908870274,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-12.95,GAL,-12.95,GAL,-233.98,PEN,4908870276,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.14,GAL,-11.14,GAL,-201.28,PEN,4908870277,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-13.81,GAL,-13.81,GAL,-249.52,PEN,4908870278,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-16.8,GAL,-16.8,GAL,-303.55,PEN,4908870281,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-11.19,GAL,-11.19,GAL,-202.18,PEN,4908870239,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-82,GAL,-82,GAL,-1481.59,PEN,4908870199,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-54.48,GAL,-54.48,GAL,-984.36,PEN,4908870201,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.49,GAL,-15.49,GAL,-279.88,PEN,4908870202,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-16.66,GAL,-16.66,GAL,-301.02,PEN,4908870203,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
AM2075236,"FUEL DSL;B5-S50,ISO 18/16/13,GRANEL",201,GI pipel.for cst cnt,6/1/2023,P,-15.81,GAL,-15.81,GAL,-285.66,PEN,4908870204,1,BlockID:20230616123002,0,0,2.02306E+13,6/1/2023,,CASILVA1,,0,C601,6/20/2023,,CQ06628880,
